id,educate,american,group
94258,10,20,Immigrant
94261,16,5,Immigrant
94272,18,20,Immigrant
94351,13,12.5,Immigrant
94355,10,3.9999998,Immigrant
94366,16,12,Immigrant
94375,16,10,Immigrant
94402,14,15,Immigrant
94415,12,15.999999,Immigrant
94422,10,3.3333337,Immigrant
94487,12,3.3333337,Immigrant
94493,16,5,Immigrant
94523,14,12,Immigrant
94546,12,12,Immigrant
94552,20,25,Immigrant
94560,13,17.5,Immigrant
94563,20,20,Immigrant
94566,10,10,Immigrant
94570,12,15,Immigrant
94596,14,15,Immigrant
94619,12,7.5,Immigrant
94644,20,14.000001,Immigrant
94664,16,30,Immigrant
94718,14,7.5,Immigrant
94743,12,0,Immigrant
94767,16,14.000001,Immigrant
94775,20,8.333334,Immigrant
94795,14,20,Immigrant
94842,10,13.333332,Immigrant
94877,12,0,Immigrant
94886,13,18,Immigrant
94887,13,10,Immigrant
94970,14,7.9999995,Immigrant
94992,14,3.9999998,Immigrant
95018,12,20,Immigrant
