idcomm,id,male,white,married,age,educate,income,commlength,commtrust,trust,pop2020,relighomog,disadvantage
3460,790045,female,white,yes,51,3,6,24,0.156,not_high,710,0.350,0.344
3460,790046,male,white,yes,82,3,2,45,0.151,not_high,710,0.350,0.344
3460,790047,female,white,yes,48,3,4,28,0.657,not_high,710,0.350,0.344
3460,790048,female,white,no,77,5,4,77,0.926,not_high,710,0.350,0.344
3460,790050,female,white,no,81,4,2,58,0.064,not_high,710,0.350,0.344
3460,790051,female,white,yes,27,5,6,7,0.682,not_high,710,0.350,0.344
3460,790052,female,white,no,66,4,3,45,0.496,not_high,710,0.350,0.344
3460,790053,female,white,yes,32,6,3,5,0.276,not_high,710,0.350,0.344
3460,790056,female,white,no,53,5,5,23,-0.172,not_high,710,0.350,0.344
3460,790057,female,white,yes,51,4,5,42,0.544,not_high,710,0.350,0.344
3460,790058,male,white,yes,89,3,5,9,0.723,not_high,710,0.350,0.344
3460,790059,female,white,yes,32,5,2,30,0.360,not_high,710,0.350,0.344
3460,790060,female,white,yes,58,3,5,61,1.434,high,710,0.350,0.344
3460,790061,female,white,yes,68,3,2,46,-2.392,not_high,710,0.350,0.344
3460,790062,female,white,yes,80,3,2,25,0.501,not_high,710,0.350,0.344
3460,790063,male,white,yes,43,3,4,10,1.014,high,710,0.350,0.344
3460,790065,female,white,yes,51,6,4,22,-0.101,not_high,710,0.350,0.344
3460,790066,male,white,no,68,3,4,68,0.682,not_high,710,0.350,0.344
3460,790067,female,white,yes,41,7,3,41,0.576,not_high,710,0.350,0.344
3460,790068,male,white,yes,83,3,5,10,1.050,high,710,0.350,0.344
3460,790069,female,white,yes,44,6,4,44,-1.082,not_high,710,0.350,0.344
3460,790070,male,white,yes,27,4,3,27,-1.507,not_high,710,0.350,0.344
3460,790072,female,white,yes,68,7,8,47,0.184,not_high,710,0.350,0.344
3460,790073,female,white,yes,41,3,8,25,-0.105,not_high,710,0.350,0.344
3460,790074,male,white,yes,68,2,2,68,0.821,not_high,710,0.350,0.344
3460,790075,female,white,no,32,5,3,25,0.576,not_high,710,0.350,0.344
3460,790076,male,white,yes,46,3,6,46,0.569,not_high,710,0.350,0.344
3460,790077,female,white,no,37,5,3,30,-0.343,not_high,710,0.350,0.344
3460,790079,female,white,yes,50,4,8,9,-1.181,not_high,710,0.350,0.344
3460,790080,male,white,no,81,4,3,47,0.835,not_high,710,0.350,0.344
3460,790081,female,white,yes,48,4,5,25,1.218,high,710,0.350,0.344
3460,790082,female,white,yes,40,3,3,6,-0.081,not_high,710,0.350,0.344
3460,790083,female,white,no,92,1,0,55,-0.814,not_high,710,0.350,0.344
3460,790084,male,white,no,82,1,2,75,-0.449,not_high,710,0.350,0.344
3460,790085,female,white,no,89,2,3,89,0.477,not_high,710,0.350,0.344
3460,790086,male,white,yes,57,5,3,50,-1.197,not_high,710,0.350,0.344
3460,790087,female,white,no,49,4,3,40,0.185,not_high,710,0.350,0.344
3460,790088,male,white,yes,42,4,3,42,1.011,high,710,0.350,0.344
3460,790089,female,white,yes,62,3,3,43,1.435,high,710,0.350,0.344
3460,790090,male,white,yes,28,3,3,28,-0.525,not_high,710,0.350,0.344
3460,790091,male,white,yes,63,3,4,9,0.796,not_high,710,0.350,0.344
3460,790092,male,white,yes,52,3,8,35,-0.749,not_high,710,0.350,0.344
3460,790093,male,white,yes,79,3,3,79,-0.543,not_high,710,0.350,0.344
3460,790094,male,white,no,45,3,3,45,-0.170,not_high,710,0.350,0.344
3460,790095,male,white,no,66,3,5,40,-1.855,not_high,710,0.350,0.344
3460,790096,male,white,yes,50,7,4,9,0.290,not_high,710,0.350,0.344
3460,790097,female,white,yes,82,3,2,11,1.359,high,710,0.350,0.344
3460,790098,female,white,no,88,1,0,20,0.215,not_high,710,0.350,0.344
3460,790099,female,white,yes,57,7,6,58,-0.334,not_high,710,0.350,0.344
3460,790101,female,white,yes,48,6,8,18,0.198,not_high,710,0.350,0.344
3460,790102,female,white,yes,53,6,7,25,1.328,high,710,0.350,0.344
3460,790103,female,white,no,85,3,5,59,0.672,not_high,710,0.350,0.344
3460,790104,male,white,yes,61,3,3,58,-1.555,not_high,710,0.350,0.344
3460,790105,female,white,yes,65,4,8,65,1.218,high,710,0.350,0.344
3460,790106,male,white,yes,50,2,3,29,-1.397,not_high,710,0.350,0.344
3460,790108,male,white,yes,76,3,2,76,0.681,not_high,710,0.350,0.344
3460,790110,female,white,no,52,6,4,45,0.285,not_high,710,0.350,0.344
3460,790113,female,white,no,85,3,2,46,-0.050,not_high,710,0.350,0.344
3460,790115,female,nonwhite,no,94,7,2,54,-0.213,not_high,710,0.350,0.344
3460,790116,female,white,no,62,4,2,37,-0.716,not_high,710,0.350,0.344
3460,790118,male,white,yes,51,4,4,7,-0.068,not_high,710,0.350,0.344
3460,790119,male,white,yes,44,3,4,44,-1.520,not_high,710,0.350,0.344
3460,790120,female,white,no,81,1,3,57,1.552,high,710,0.350,0.344
3460,790122,female,white,no,72,3,2,30,1.334,high,710,0.350,0.344
3460,790123,female,white,yes,67,3,8,48,-1.064,not_high,710,0.350,0.344
3460,790124,female,white,no,92,4,1,51,1.285,high,710,0.350,0.344
3460,790126,male,white,yes,32,6,8,9,1.336,high,710,0.350,0.344
3460,790127,female,white,no,47,5,1,10,-0.021,not_high,710,0.350,0.344
3460,790128,male,white,yes,52,5,6,27,1.650,high,710,0.350,0.344
3460,790130,male,white,yes,31,4,5,31,-1.693,not_high,710,0.350,0.344
3460,790131,male,white,yes,69,4,2,10,-1.404,not_high,710,0.350,0.344
3460,790133,female,white,yes,37,3,4,14,-0.729,not_high,710,0.350,0.344
3460,790135,male,white,no,68,3,1,68,1.034,high,710,0.350,0.344
3460,790136,female,white,yes,50,4,3,42,-0.474,not_high,710,0.350,0.344
3460,790139,female,white,yes,63,6,6,34,0.727,not_high,710,0.350,0.344
3460,790140,female,white,no,91,4,3,73,0.997,not_high,710,0.350,0.344
3460,790141,female,white,yes,71,3,4,9,0.901,not_high,710,0.350,0.344
3460,790142,male,white,yes,49,5,8,17,-1.628,not_high,710,0.350,0.344
3460,790144,male,nonwhite,yes,63,7,4,15,0.529,not_high,710,0.350,0.344
3460,790145,male,white,yes,76,3,3,60,-1.238,not_high,710,0.350,0.344
3460,790146,male,white,yes,85,3,5,52,0.252,not_high,710,0.350,0.344
3460,790147,female,white,yes,55,4,5,23,0.244,not_high,710,0.350,0.344
3460,790149,female,white,no,75,4,2,1,0.734,not_high,710,0.350,0.344
3460,790151,female,white,no,78,4,4,56,-0.996,not_high,710,0.350,0.344
3460,790162,male,white,no,83,3,3,68,1.868,high,710,0.350,0.344
3525,800001,male,white,no,23,4,1,17,-0.744,not_high,574,0.122,-0.938
3525,800002,male,white,yes,52,3,8,34,0.576,not_high,574,0.122,-0.938
3525,800003,female,white,yes,71,3,4,13,1.422,high,574,0.122,-0.938
3525,800004,female,white,yes,67,3,1,4,-1.271,not_high,574,0.122,-0.938
3525,800007,female,white,yes,32,5,2,8,-0.566,not_high,574,0.122,-0.938
3525,800008,male,white,yes,70,4,1,4,-1.299,not_high,574,0.122,-0.938
3525,800009,male,nonwhite,yes,67,4,6,10,1.544,high,574,0.122,-0.938
3525,800013,female,white,no,39,5,3,1,0.031,not_high,574,0.122,-0.938
3525,800014,male,white,yes,46,6,8,8,0.674,not_high,574,0.122,-0.938
3525,800017,male,white,no,27,4,4,25,-0.391,not_high,574,0.122,-0.938
3525,800018,female,white,no,48,6,6,29,0.780,not_high,574,0.122,-0.938
3525,800019,female,white,yes,63,3,6,63,0.382,not_high,574,0.122,-0.938
3525,800020,female,white,no,90,3,1,32,-0.423,not_high,574,0.122,-0.938
3525,800022,male,white,yes,72,4,2,72,0.949,not_high,574,0.122,-0.938
3525,800025,female,white,no,68,3,3,7,-0.365,not_high,574,0.122,-0.938
3525,800027,female,white,yes,33,2,0,3,-0.502,not_high,574,0.122,-0.938
3525,800028,male,white,yes,42,4,7,42,-0.244,not_high,574,0.122,-0.938
3525,800029,female,white,yes,42,4,7,42,-0.233,not_high,574,0.122,-0.938
3525,800030,female,white,yes,69,3,4,38,0.039,not_high,574,0.122,-0.938
3525,800032,female,white,no,49,3,2,50,0.814,not_high,574,0.122,-0.938
3525,800033,female,white,yes,49,4,6,28,0.965,not_high,574,0.122,-0.938
3525,800034,male,white,no,59,3,3,59,-0.295,not_high,574,0.122,-0.938
3525,800035,female,white,yes,57,3,4,51,0.458,not_high,574,0.122,-0.938
3525,800036,female,white,no,85,1,1,62,0.673,not_high,574,0.122,-0.938
3525,800037,female,white,yes,37,4,5,23,-0.303,not_high,574,0.122,-0.938
3525,800038,female,white,no,67,4,3,9,0.193,not_high,574,0.122,-0.938
3525,800039,female,white,yes,34,2,3,7,-1.354,not_high,574,0.122,-0.938
3525,800040,male,white,yes,55,5,8,55,-0.915,not_high,574,0.122,-0.938
3525,800044,male,white,no,61,3,2,61,0.907,not_high,574,0.122,-0.938
3525,800045,female,white,yes,39,3,3,16,1.028,high,574,0.122,-0.938
3525,800047,male,white,yes,65,3,3,60,-0.305,not_high,574,0.122,-0.938
3525,800049,female,white,no,68,2,3,50,1.653,high,574,0.122,-0.938
3525,800051,female,white,no,70,3,0,5,-2.803,not_high,574,0.122,-0.938
3525,800052,male,white,yes,43,3,7,16,1.105,high,574,0.122,-0.938
3525,800055,male,white,yes,45,6,6,1,0.904,not_high,574,0.122,-0.938
3525,800057,male,white,yes,64,3,5,45,-1.041,not_high,574,0.122,-0.938
3525,800058,female,white,yes,54,4,6,11,-0.177,not_high,574,0.122,-0.938
3525,800059,female,white,yes,46,5,6,46,0.218,not_high,574,0.122,-0.938
3525,800061,male,white,no,87,2,1,86,-1.345,not_high,574,0.122,-0.938
3525,800065,female,white,yes,51,6,8,7,-1.695,not_high,574,0.122,-0.938
3525,800066,female,white,no,88,3,2,52,0.025,not_high,574,0.122,-0.938
3525,800067,female,nonwhite,yes,51,3,7,25,0.796,not_high,574,0.122,-0.938
3525,800069,female,white,yes,25,5,6,21,0.099,not_high,574,0.122,-0.938
3525,800071,female,white,no,91,3,1,91,0.803,not_high,574,0.122,-0.938
3525,800072,male,white,no,63,2,3,63,0.230,not_high,574,0.122,-0.938
3525,800073,male,white,yes,63,3,2,60,0.206,not_high,574,0.122,-0.938
3525,800074,female,white,no,73,3,2,40,1.759,high,574,0.122,-0.938
3525,800076,female,white,no,76,4,2,50,0.417,not_high,574,0.122,-0.938
3525,800077,female,white,yes,56,6,7,45,0.360,not_high,574,0.122,-0.938
3525,800078,male,white,yes,45,3,5,44,1.578,high,574,0.122,-0.938
3525,800079,male,white,yes,53,2,6,53,-1.266,not_high,574,0.122,-0.938
3525,800080,male,white,yes,31,4,6,27,-0.830,not_high,574,0.122,-0.938
3525,800081,female,white,yes,48,5,8,20,0.371,not_high,574,0.122,-0.938
3525,800082,male,white,no,56,3,4,55,0.871,not_high,574,0.122,-0.938
3525,800084,male,white,no,68,2,2,41,-2.538,not_high,574,0.122,-0.938
3525,800085,male,white,yes,77,4,3,23,-0.212,not_high,574,0.122,-0.938
3525,800086,female,white,no,50,4,6,30,1.228,high,574,0.122,-0.938
3525,800087,male,white,no,56,3,4,55,0.843,not_high,574,0.122,-0.938
3525,800088,female,white,no,61,3,3,18,-0.468,not_high,574,0.122,-0.938
3525,800089,female,white,yes,39,3,6,40,-0.094,not_high,574,0.122,-0.938
3525,800091,female,white,no,58,2,4,43,-1.407,not_high,574,0.122,-0.938
3525,800094,female,white,yes,42,3,2,20,-0.820,not_high,574,0.122,-0.938
3525,800095,male,white,no,54,5,5,17,1.270,high,574,0.122,-0.938
3525,800096,male,white,yes,51,3,8,13,-1.567,not_high,574,0.122,-0.938
3525,800098,male,white,yes,73,3,5,73,0.244,not_high,574,0.122,-0.938
3525,800099,female,white,yes,56,4,5,32,1.120,high,574,0.122,-0.938
3525,800101,female,white,yes,54,3,3,25,-1.472,not_high,574,0.122,-0.938
3525,800102,male,white,yes,33,5,6,10,-0.390,not_high,574,0.122,-0.938
3525,800103,female,white,yes,85,1,2,18,1.378,high,574,0.122,-0.938
3525,800104,female,nonwhite,no,70,3,4,43,-1.692,not_high,574,0.122,-0.938
3525,800105,male,white,yes,55,2,4,32,-0.176,not_high,574,0.122,-0.938
3525,800106,male,white,yes,63,3,6,22,0.372,not_high,574,0.122,-0.938
3525,800108,female,white,yes,22,4,5,17,-0.066,not_high,574,0.122,-0.938
3525,800109,female,white,yes,31,5,7,8,-0.265,not_high,574,0.122,-0.938
3525,800110,male,white,yes,43,3,5,15,-1.024,not_high,574,0.122,-0.938
3525,800111,female,white,yes,63,3,6,42,0.471,not_high,574,0.122,-0.938
3525,800114,female,white,no,84,2,5,28,1.109,high,574,0.122,-0.938
3525,800116,male,white,no,47,3,3,34,0.791,not_high,574,0.122,-0.938
3525,800118,male,white,yes,87,3,2,32,0.908,not_high,574,0.122,-0.938
3525,800119,female,white,yes,56,3,4,15,1.281,high,574,0.122,-0.938
3525,800120,female,white,no,75,4,2,49,0.821,not_high,574,0.122,-0.938
3525,800121,male,white,no,64,6,2,23,1.102,high,574,0.122,-0.938
3525,800122,male,white,yes,66,2,3,60,0.892,not_high,574,0.122,-0.938
3525,800123,female,white,yes,42,3,3,38,-1.784,not_high,574,0.122,-0.938
3525,800124,male,white,yes,54,4,3,45,-0.038,not_high,574,0.122,-0.938
3525,800126,male,white,yes,34,6,5,30,-0.159,not_high,574,0.122,-0.938
3525,800127,female,white,yes,77,3,1,57,0.153,not_high,574,0.122,-0.938
3525,800128,male,white,yes,72,4,3,55,1.346,high,574,0.122,-0.938
3525,800129,female,white,no,43,3,4,43,0.466,not_high,574,0.122,-0.938
3525,800131,female,white,yes,31,5,7,11,-0.629,not_high,574,0.122,-0.938
3525,800132,male,white,no,74,1,1,3,0.851,not_high,574,0.122,-0.938
3525,800133,female,white,yes,56,3,8,3,-2.043,not_high,574,0.122,-0.938
3525,800134,female,white,no,77,3,3,27,0.393,not_high,574,0.122,-0.938
3525,800135,female,white,yes,58,3,5,14,-0.617,not_high,574,0.122,-0.938
3525,800136,female,white,yes,43,3,5,14,0.114,not_high,574,0.122,-0.938
3525,800137,female,white,no,70,6,4,17,0.770,not_high,574,0.122,-0.938
3525,800139,female,white,yes,52,5,6,28,1.150,high,574,0.122,-0.938
3525,800140,male,white,yes,65,7,4,31,-0.018,not_high,574,0.122,-0.938
3525,800141,male,white,no,59,4,3,28,-2.589,not_high,574,0.122,-0.938
3525,800142,female,white,no,93,3,1,93,0.550,not_high,574,0.122,-0.938
3525,800146,male,white,yes,66,1,4,35,1.680,high,574,0.122,-0.938
3525,800147,female,white,yes,62,2,5,9,1.513,high,574,0.122,-0.938
3525,800148,male,white,yes,58,3,6,27,1.441,high,574,0.122,-0.938
3525,800149,female,white,yes,32,7,6,25,0.023,not_high,574,0.122,-0.938
3525,800150,male,white,yes,58,3,3,8,-0.824,not_high,574,0.122,-0.938
3525,800153,male,white,yes,44,5,7,3,0.466,not_high,574,0.122,-0.938
3525,800154,female,white,yes,69,3,4,39,-1.371,not_high,574,0.122,-0.938
3525,800155,male,white,yes,61,3,5,45,-0.349,not_high,574,0.122,-0.938
3525,800156,female,white,no,85,3,2,65,0.808,not_high,574,0.122,-0.938
3525,800162,female,white,yes,52,6,7,4,1.120,high,574,0.122,-0.938
3535,810001,female,white,yes,39,4,8,5,0.169,not_high,607,0.438,1.909
3535,810002,female,white,no,91,4,2,50,1.513,high,607,0.438,1.909
3535,810005,female,white,yes,70,5,2,46,0.763,not_high,607,0.438,1.909
3535,810007,female,white,yes,64,4,5,37,0.729,not_high,607,0.438,1.909
3535,810009,female,white,yes,66,6,7,43,0.346,not_high,607,0.438,1.909
3535,810010,female,white,no,70,4,2,46,0.965,not_high,607,0.438,1.909
3535,810012,male,white,yes,46,7,6,6,0.368,not_high,607,0.438,1.909
3535,810013,female,white,yes,77,4,3,30,1.982,high,607,0.438,1.909
3535,810014,male,white,yes,82,1,3,18,0.654,not_high,607,0.438,1.909
3535,810015,female,white,no,79,3,5,79,0.840,not_high,607,0.438,1.909
3535,810016,female,white,no,65,3,3,33,0.206,not_high,607,0.438,1.909
3535,810019,female,white,yes,46,3,3,46,-0.018,not_high,607,0.438,1.909
3535,810022,male,white,yes,35,6,6,11,-0.457,not_high,607,0.438,1.909
3535,810023,female,white,yes,37,6,8,10,0.528,not_high,607,0.438,1.909
3535,810025,female,white,yes,45,3,8,45,-0.488,not_high,607,0.438,1.909
3535,810026,male,white,yes,48,3,5,17,0.150,not_high,607,0.438,1.909
3535,810027,female,white,no,60,4,5,12,1.654,high,607,0.438,1.909
3535,810030,male,white,yes,77,3,4,40,1.437,high,607,0.438,1.909
3535,810031,female,white,yes,39,3,7,40,1.228,high,607,0.438,1.909
3535,810032,male,white,yes,80,5,5,80,0.004,not_high,607,0.438,1.909
3535,810033,female,nonwhite,yes,36,4,3,11,0.661,not_high,607,0.438,1.909
3535,810034,male,white,yes,46,6,4,6,1.552,high,607,0.438,1.909
3535,810035,female,white,yes,49,4,3,7,-1.073,not_high,607,0.438,1.909
3535,810036,male,nonwhite,yes,46,1,4,3,-0.064,not_high,607,0.438,1.909
3535,810037,female,white,yes,40,6,6,8,0.575,not_high,607,0.438,1.909
3535,810038,male,white,yes,30,5,3,8,0.368,not_high,607,0.438,1.909
3535,810039,male,white,yes,73,3,4,18,1.537,high,607,0.438,1.909
3535,810041,female,white,yes,43,4,4,30,-0.510,not_high,607,0.438,1.909
3535,810044,female,white,no,88,3,0,57,1.335,high,607,0.438,1.909
3535,810045,female,white,yes,53,7,8,28,-0.364,not_high,607,0.438,1.909
3535,810046,male,white,yes,29,3,4,3,-1.411,not_high,607,0.438,1.909
3535,810048,female,white,no,83,3,3,89,0.895,not_high,607,0.438,1.909
3535,810049,female,white,yes,49,5,2,26,-0.294,not_high,607,0.438,1.909
3535,810050,male,white,yes,78,2,6,43,-0.249,not_high,607,0.438,1.909
3535,810053,female,white,yes,50,6,8,24,0.360,not_high,607,0.438,1.909
3535,810054,male,white,no,76,3,1,74,-1.676,not_high,607,0.438,1.909
3535,810055,female,white,yes,50,4,6,11,0.921,not_high,607,0.438,1.909
3535,810056,male,white,yes,46,2,7,46,1.541,high,607,0.438,1.909
3535,810058,male,white,yes,78,3,0,60,-0.694,not_high,607,0.438,1.909
3535,810059,female,white,yes,33,5,8,6,1.231,high,607,0.438,1.909
3535,810061,male,white,no,37,5,6,4,0.770,not_high,607,0.438,1.909
3535,810062,male,white,yes,47,3,5,47,0.238,not_high,607,0.438,1.909
3535,810064,male,white,yes,50,3,4,50,0.801,not_high,607,0.438,1.909
3535,810066,male,white,yes,30,4,8,6,0.690,not_high,607,0.438,1.909
3535,810068,female,white,yes,91,4,2,21,0.680,not_high,607,0.438,1.909
3535,810069,female,white,yes,36,4,5,17,0.501,not_high,607,0.438,1.909
3535,810070,male,white,yes,64,4,8,65,1.206,high,607,0.438,1.909
3535,810073,female,white,yes,62,4,6,57,-0.344,not_high,607,0.438,1.909
3535,810075,male,white,no,46,3,3,19,-0.350,not_high,607,0.438,1.909
3535,810078,male,white,yes,33,5,4,9,-0.020,not_high,607,0.438,1.909
3535,810079,female,white,yes,56,3,6,30,-0.954,not_high,607,0.438,1.909
3535,810081,female,white,yes,71,5,3,51,0.439,not_high,607,0.438,1.909
3535,810082,male,white,yes,65,6,6,50,0.459,not_high,607,0.438,1.909
3535,810083,female,white,yes,46,3,6,42,-0.915,not_high,607,0.438,1.909
3535,810084,male,white,yes,42,5,6,42,-0.535,not_high,607,0.438,1.909
3535,810085,female,white,yes,57,4,6,25,0.244,not_high,607,0.438,1.909
3535,810086,male,white,yes,40,5,6,40,0.749,not_high,607,0.438,1.909
3535,810090,male,white,no,75,3,2,74,-1.769,not_high,607,0.438,1.909
3535,810091,male,white,no,83,1,4,83,0.119,not_high,607,0.438,1.909
3535,810092,male,white,yes,50,3,8,50,-0.719,not_high,607,0.438,1.909
3535,810093,male,white,yes,79,3,2,79,1.767,high,607,0.438,1.909
3535,810094,female,white,no,75,3,2,24,0.883,not_high,607,0.438,1.909
3535,810095,female,white,yes,52,3,3,25,1.221,high,607,0.438,1.909
3535,810096,female,white,no,92,4,4,66,1.011,high,607,0.438,1.909
3535,810097,male,white,no,41,4,4,5,-0.145,not_high,607,0.438,1.909
3535,810098,male,white,yes,74,3,4,50,0.382,not_high,607,0.438,1.909
3535,810103,female,white,yes,78,1,3,47,1.437,high,607,0.438,1.909
3535,810104,male,white,no,49,5,4,49,0.958,not_high,607,0.438,1.909
3535,810105,female,white,yes,44,4,8,44,0.926,not_high,607,0.438,1.909
3535,810106,male,white,yes,52,3,7,5,1.448,high,607,0.438,1.909
3535,810108,male,white,no,46,7,4,15,1.430,high,607,0.438,1.909
3535,810112,male,white,yes,89,3,3,25,1.839,high,607,0.438,1.909
3535,810113,female,white,yes,26,5,4,4,-0.122,not_high,607,0.438,1.909
3535,810117,female,white,no,74,3,1,57,-0.283,not_high,607,0.438,1.909
3535,810118,male,white,yes,79,3,1,79,1.011,high,607,0.438,1.909
3535,810119,male,white,no,53,3,4,17,1.004,high,607,0.438,1.909
3535,810120,male,white,yes,37,5,6,37,-0.480,not_high,607,0.438,1.909
3535,810122,male,white,yes,74,4,3,27,0.798,not_high,607,0.438,1.909
3535,810124,male,white,yes,81,3,2,81,0.452,not_high,607,0.438,1.909
3535,810125,male,white,no,85,6,2,4,-0.080,not_high,607,0.438,1.909
3535,810126,female,white,yes,54,5,6,13,1.762,high,607,0.438,1.909
3535,810127,female,white,yes,49,4,7,30,0.981,not_high,607,0.438,1.909
3535,810128,female,white,no,26,4,1,2,0.149,not_high,607,0.438,1.909
3535,810129,female,white,no,60,4,3,37,-0.109,not_high,607,0.438,1.909
3535,810131,male,white,yes,41,5,6,41,0.233,not_high,607,0.438,1.909
3535,810133,female,white,yes,33,6,3,23,0.420,not_high,607,0.438,1.909
3535,810134,female,white,no,82,1,2,50,-0.338,not_high,607,0.438,1.909
3535,810135,female,white,yes,31,5,1,11,0.003,not_high,607,0.438,1.909
3535,810138,female,white,no,85,4,3,74,-0.434,not_high,607,0.438,1.909
3535,810142,male,white,yes,49,3,7,45,-0.838,not_high,607,0.438,1.909
3535,810143,female,white,no,41,5,4,25,-1.687,not_high,607,0.438,1.909
3535,810145,female,white,yes,41,4,5,5,0.363,not_high,607,0.438,1.909
3535,810146,female,white,yes,72,2,3,14,1.227,high,607,0.438,1.909
3535,810147,female,white,yes,61,3,4,43,0.356,not_high,607,0.438,1.909
3535,810150,male,white,yes,68,4,3,39,1.120,high,607,0.438,1.909
3535,810153,female,white,yes,69,4,8,46,0.798,not_high,607,0.438,1.909
3535,810156,female,white,no,85,1,2,42,0.266,not_high,607,0.438,1.909
3535,810164,male,white,yes,56,3,6,56,0.531,not_high,607,0.438,1.909
3535,810165,female,white,yes,32,4,5,3,0.797,not_high,607,0.438,1.909
3795,820001,male,white,no,38,3,2,38,-0.077,not_high,670,0.256,0.540
3795,820006,female,white,no,85,6,2,62,1.469,high,670,0.256,0.540
3795,820008,male,white,no,39,6,3,3,-2.083,not_high,670,0.256,0.540
3795,820010,female,white,no,56,3,2,7,-1.066,not_high,670,0.256,0.540
3795,820012,male,white,yes,70,3,3,35,-1.813,not_high,670,0.256,0.540
3795,820014,male,white,no,56,4,2,6,-0.574,not_high,670,0.256,0.540
3795,820015,female,white,yes,76,4,8,22,0.149,not_high,670,0.256,0.540
3795,820016,male,white,yes,61,4,3,17,-0.067,not_high,670,0.256,0.540
3795,820017,female,white,no,50,3,1,30,1.227,high,670,0.256,0.540
3795,820020,male,white,yes,57,6,5,50,-0.753,not_high,670,0.256,0.540
3795,820021,female,white,yes,45,4,3,17,0.193,not_high,670,0.256,0.540
3795,820024,female,white,yes,72,7,3,75,0.054,not_high,670,0.256,0.540
3795,820025,female,white,yes,45,3,5,45,-0.091,not_high,670,0.256,0.540
3795,820026,female,white,yes,45,7,2,45,0.408,not_high,670,0.256,0.540
3795,820028,female,white,yes,35,3,6,35,0.170,not_high,670,0.256,0.540
3795,820031,female,white,yes,47,3,6,9,0.520,not_high,670,0.256,0.540
3795,820032,male,white,yes,38,3,4,38,0.336,not_high,670,0.256,0.540
3795,820033,female,white,yes,72,3,6,50,0.680,not_high,670,0.256,0.540
3795,820036,male,white,no,62,3,3,55,0.999,not_high,670,0.256,0.540
3795,820037,female,white,no,73,7,6,20,0.364,not_high,670,0.256,0.540
3795,820038,female,white,no,73,3,2,39,1.005,high,670,0.256,0.540
3795,820040,female,white,yes,40,6,4,6,-0.121,not_high,670,0.256,0.540
3795,820041,female,white,no,59,3,1,3,1.576,high,670,0.256,0.540
3795,820042,male,white,yes,57,4,6,57,-0.771,not_high,670,0.256,0.540
3795,820043,female,white,no,84,2,1,84,0.906,not_high,670,0.256,0.540
3795,820049,female,white,yes,64,6,7,34,-1.773,not_high,670,0.256,0.540
3795,820053,female,white,no,52,4,2,9,-2.987,not_high,670,0.256,0.540
3795,820058,female,white,yes,35,6,7,35,-0.584,not_high,670,0.256,0.540
3795,820059,female,white,yes,39,5,5,39,-0.280,not_high,670,0.256,0.540
3795,820060,male,white,no,51,2,2,17,-0.673,not_high,670,0.256,0.540
3795,820061,male,white,no,52,3,1,10,-1.505,not_high,670,0.256,0.540
3795,820062,female,white,no,72,3,1,53,-0.334,not_high,670,0.256,0.540
3795,820064,male,white,yes,36,4,1,8,-3.127,not_high,670,0.256,0.540
3795,820067,female,white,no,73,3,2,46,1.037,high,670,0.256,0.540
3795,820068,male,white,yes,72,3,3,68,0.615,not_high,670,0.256,0.540
3795,820069,female,white,yes,40,3,6,40,-1.672,not_high,670,0.256,0.540
3795,820071,female,white,yes,56,5,6,7,1.112,high,670,0.256,0.540
3795,820072,male,white,no,75,2,2,20,-0.737,not_high,670,0.256,0.540
3795,820073,female,white,no,64,2,3,64,0.093,not_high,670,0.256,0.540
3795,820074,male,white,yes,43,5,7,41,-1.152,not_high,670,0.256,0.540
3795,820076,male,white,yes,60,3,4,60,-1.389,not_high,670,0.256,0.540
3795,820077,male,white,no,55,5,4,42,-1.407,not_high,670,0.256,0.540
3795,820078,male,white,yes,82,4,2,43,0.445,not_high,670,0.256,0.540
3795,820080,male,white,yes,43,3,7,43,-0.286,not_high,670,0.256,0.540
3795,820081,male,white,yes,71,3,5,43,0.095,not_high,670,0.256,0.540
3795,820082,female,nonwhite,no,83,4,2,24,1.717,high,670,0.256,0.540
3795,820085,male,white,yes,49,4,4,10,0.674,not_high,670,0.256,0.540
3795,820086,female,white,no,90,3,3,62,1.102,high,670,0.256,0.540
3795,820087,female,white,yes,56,4,1,29,-1.219,not_high,670,0.256,0.540
3795,820090,male,white,yes,77,1,4,77,0.478,not_high,670,0.256,0.540
3795,820091,male,white,no,82,2,2,50,-1.283,not_high,670,0.256,0.540
3795,820092,male,white,yes,61,3,4,60,-1.014,not_high,670,0.256,0.540
3795,820093,female,white,yes,38,6,5,38,-0.807,not_high,670,0.256,0.540
3795,820094,male,white,no,82,3,2,33,-0.092,not_high,670,0.256,0.540
3795,820095,male,white,no,78,1,2,78,-0.518,not_high,670,0.256,0.540
3795,820096,male,white,no,41,3,4,41,-0.235,not_high,670,0.256,0.540
3795,820097,female,white,no,64,3,2,64,-1.570,not_high,670,0.256,0.540
3795,820100,female,white,no,76,1,1,76,-0.069,not_high,670,0.256,0.540
3795,820102,male,white,yes,73,2,1,72,-0.016,not_high,670,0.256,0.540
3795,820103,male,white,no,59,3,8,7,-1.055,not_high,670,0.256,0.540
3795,820105,female,white,yes,33,3,8,34,-0.776,not_high,670,0.256,0.540
3795,820106,male,white,yes,57,3,8,57,0.899,not_high,670,0.256,0.540
