state,county,teen_birth_rate,per_uninsured,per_hsgrads,per_child_poverty,per_singleparent
Mississippi,George,94,22,68,26,22
Mississippi,Greene,63,26,77,27,29
Mississippi,Grenada,70,21,68,33,55
Mississippi,Hancock,59,22,77,30,30
Mississippi,Harrison,65,21,78,30,40
Mississippi,Hinds,63,18,67,34,58
Mississippi,Holmes,85,23,60,53,70
Mississippi,Humphreys,113,23,77,61,67
Mississippi,Itawamba,47,20,71,26,27
Mississippi,Jackson,60,20,78,25,36
Mississippi,Jasper,57,21,73,30,44
Mississippi,Jefferson,72,23,61,52,75
Mississippi,Jefferson Davis,69,21,64,40,49
Mississippi,Jones,79,23,73,35,39
Mississippi,Kemper,47,26,59,37,51
Mississippi,Lafayette,24,20,75,22,37
Mississippi,Lamar,49,19,78,22,24
Mississippi,Lauderdale,65,19,66,35,52
Mississippi,Lawrence,59,21,63,27,39
Mississippi,Leake,74,23,70,39,39
Mississippi,Lee,73,20,68,31,43
Mississippi,Leflore,84,23,61,51,68
Mississippi,Lincoln,62,20,79,26,39
Mississippi,Lowndes,62,21,70,37,44
Mississippi,Madison,43,15,77,17,31
Mississippi,Marion,82,22,73,37,42
Mississippi,Marshall,71,23,70,37,44
Mississippi,Monroe,67,21,77,35,44
Mississippi,Montgomery,69,22,76,35,48
Mississippi,Neshoba,93,23,77,33,49
Mississippi,Newton,56,21,78,32,40
Mississippi,Noxubee,78,26,63,47,62
Mississippi,Oktibbeha,31,22,68,31,44
Mississippi,Panola,93,22,69,39,55
Mississippi,Pearl River,58,23,73,32,30
Mississippi,Perry,66,20,78,33,39
Mississippi,Pike,76,21,63,41,46
Mississippi,Pontotoc,70,21,81,25,34
Mississippi,Prentiss,55,22,82,31,33
Mississippi,Quitman,80,24,66,53,56
Mississippi,Rankin,49,17,81,20,32
Mississippi,Scott,91,25,67,32,46
Mississippi,Sharkey,73,22,74,59,66
Mississippi,Simpson,75,22,75,34,42
Mississippi,Smith,58,21,78,31,35
Mississippi,Stone,56,22,81,28,36
Mississippi,Sunflower,91,25,65,54,66
Mississippi,Tallahatchie,86,25,51,44,60
Mississippi,Tate,60,20,78,26,43
Mississippi,Tippah,79,23,70,32,43
Mississippi,Tishomingo,65,22,77,27,26
Mississippi,Tunica,116,19,50,43,67
Mississippi,Union,74,20,81,29,28
Mississippi,Walthall,64,23,81,39,36
Mississippi,Warren,71,18,52,34,52
Mississippi,Washington,90,21,60,57,67
Mississippi,Wayne,77,23,70,36,38
Mississippi,Webster,74,22,69,34,36
Mississippi,Wilkinson,69,25,60,42,52
Mississippi,Winston,67,22,70,44,46
Mississippi,Yalobusha,91,21,64,38,48
Mississippi,Yazoo,93,26,59,51,60
Missouri,Adair,17,18,90,24,25
Missouri,Andrew,32,14,88,14,22
Missouri,Atchison,28,17,93,15,21
Missouri,Audrain,55,18,85,28,25
Missouri,Barry,72,19,89,29,26
Missouri,Barton,51,18,88,27,25
Missouri,Bates,55,18,89,23,23
Missouri,Benton,49,20,81,35,25
Missouri,Bollinger,53,18,91,30,16
Missouri,Boone,23,13,86,17,29
Missouri,Buchanan,62,15,89,23,38
Missouri,Butler,80,18,82,31,37
Missouri,Caldwell,42,16,96,20,22
Missouri,Callaway,39,15,85,19,28
Missouri,Camden,50,17,87,27,37
Missouri,Cape Girardeau,37,15,83,20,33
Missouri,Carroll,43,18,97,23,25
Missouri,Carter,66,22,80,38,40
Missouri,Cass,34,13,89,12,26
Missouri,Cedar,58,19,83,33,28
Missouri,Chariton,27,17,92,19,30
Missouri,Christian,38,15,91,17,20
Missouri,Clark,41,19,90,26,18
Missouri,Clay,36,12,88,13,26
Missouri,Clinton,40,14,88,16,26
Missouri,Cole,37,13,86,15,30
Missouri,Cooper,46,18,94,22,25
Missouri,Crawford,70,19,72,29,33
Missouri,Dade,51,18,92,34,28
Missouri,Dallas,55,20,85,31,26
Missouri,Daviess,45,21,91,29,24
Missouri,DeKalb,45,21,94,16,22
Missouri,Dent,56,20,91,30,21
Missouri,Douglas,55,19,96,38,23
Missouri,Dunklin,94,19,81,40,45
Missouri,Franklin,39,15,87,19,25
Missouri,Gasconade,44,17,90,20,25
Missouri,Gentry,42,20,94,21,28
Missouri,Greene,44,17,86,24,32
Missouri,Grundy,56,18,84,27,25
Missouri,Harrison,61,19,88,27,30
Missouri,Henry,50,17,82,27,27
Missouri,Hickory,62,22,91,41,30
Missouri,Holt,40,18,91,22,24
Missouri,Howard,20,17,86,21,25
Missouri,Howell,68,20,84,33,29
Missouri,Iron,60,19,92,32,28
Missouri,Jackson,60,17,84,24,42
Missouri,Jasper,68,18,84,23,35
Missouri,Jefferson,34,14,90,16,25
Missouri,Johnson,31,17,88,20,24
Missouri,Knox,34,23,94,33,23
Missouri,Laclede,72,19,84,29,30
Missouri,Lafayette,46,15,90,17,22
Missouri,Lawrence,58,19,85,26,38
Missouri,Lewis,25,18,91,25,21
Missouri,Lincoln,42,15,86,15,24
Missouri,Linn,47,16,90,24,18
Missouri,Livingston,56,17,88,24,33
Missouri,McDonald,83,21,89,30,31
Missouri,Macon,50,18,91,24,23
Missouri,Madison,61,19,82,29,34
Missouri,Maries,48,19,88,23,31
Missouri,Marion,50,15,87,22,35
Missouri,Mercer,38,19,92,21,44
Missouri,Miller,63,21,90,31,27
Missouri,Mississippi,93,20,89,39,39
Missouri,Moniteau,45,19,87,20,25
Missouri,Monroe,35,17,90,24,28
Missouri,Montgomery,47,18,88,27,34
Missouri,Morgan,58,22,93,34,28
Missouri,New Madrid,80,17,85,36,39
Missouri,Newton,57,18,87,24,27
Missouri,Nodaway,14,15,94,15,22
Missouri,Oregon,54,21,96,36,25
Missouri,Osage,32,16,93,14,19
Missouri,Ozark,47,22,94,40,32
Missouri,Pemiscot,110,17,80,48,50
Missouri,Perry,46,16,75,18,21
Missouri,Pettis,66,19,93,25,28
Missouri,Phelps,48,18,87,22,27
Missouri,Pike,50,20,90,24,30
Missouri,Platte,25,9,88,9,28
Missouri,Polk,41,20,91,30,25
Missouri,Pulaski,38,17,91,17,24
Missouri,Putnam,38,19,90,27,29
Missouri,Ralls,34,15,91,16,15
Missouri,Randolph,58,19,86,25,40
Missouri,Ray,43,14,90,16,25
Missouri,Reynolds,51,19,92,36,33
Missouri,Ripley,67,20,80,43,35
Missouri,St. Charles,20,9,92,7,19
Missouri,St. Clair,50,21,85,34,28
Missouri,Ste. Genevieve,29,14,91,17,25
Missouri,St. Francois,67,17,90,25,25
Missouri,St. Louis,27,11,88,14,34
Missouri,Saline,42,19,85,27,38
Missouri,Schuyler,36,20,79,32,28
Missouri,Scotland,18,22,86,27,13
Missouri,Scott,70,17,91,28,38
Missouri,Shannon,62,21,97,42,24
Missouri,Shelby,27,19,87,24,28
Missouri,Stoddard,51,19,90,27,31
Missouri,Stone,54,19,91,31,33
Missouri,Sullivan,73,21,94,25,41
Missouri,Taney,58,22,91,31,30
Missouri,Texas,60,21,89,33,31
Missouri,Vernon,47,19,86,27,37
Missouri,Warren,45,15,88,20,24
Missouri,Washington,79,19,87,35,35
Missouri,Wayne,66,20,89,39,23
Missouri,Webster,48,19,88,29,23
Missouri,Wright,81,21,96,35,34
Missouri,St. Louis City,71,19,62,41,65
Montana,Beaverhead,22,25,79,25,25
Montana,Big Horn,96,28,73,34,47
Montana,Blaine,79,30,72,39,43
Montana,Broadwater,38,23,83,18,9
Montana,Carbon,16,23,87,17,27
Montana,Cascade,49,20,79,21,27
Montana,Custer,39,21,72,21,24
Montana,Dawson,33,21,90,16,23
Montana,Deer Lodge,37,21,78,28,40
Montana,Fallon,37,22,100,13,27
Montana,Fergus,17,24,84,20,24
Montana,Flathead,36,22,89,21,27
Montana,Gallatin,18,19,88,14,19
Montana,Glacier,90,29,82,38,43
Montana,Hill,63,25,78,26,25
Montana,Jefferson,21,16,68,13,16
Montana,Lake,54,27,69,31,41
Montana,Lewis and Clark,35,17,83,15,24
Montana,Lincoln,33,26,90,33,20
Montana,Mineral,38,23,100,29,29
Montana,Missoula,25,21,83,19,27
Montana,Musselshell,32,28,100,32,18
Montana,Park,24,23,80,21,26
Montana,Phillips,23,30,86,22,27
Montana,Pondera,42,27,82,28,22
Montana,Powell,35,27,69,24,34
Montana,Ravalli,31,23,83,26,24
Montana,Richland,32,21,88,15,24
Montana,Roosevelt,96,26,74,38,40
Montana,Rosebud,69,23,81,27,35
Montana,Sanders,34,30,81,31,28
Montana,Silver Bow,45,19,76,23,37
Montana,Stillwater,19,18,79,14,17
Montana,Sweet Grass,23,22,86,16,9
Montana,Toole,27,27,82,19,16
Montana,Valley,36,25,100,21,21
Montana,Yellowstone,40,20,78,17,28
Nebraska,Adams,38,14,84,18,20
Nebraska,Antelope,12,16,100,23,22
Nebraska,Boone,17,14,94,13,12
Nebraska,Box Butte,39,13,82,20,38
Nebraska,Buffalo,23,13,87,15,25
Nebraska,Burt,21,14,93,17,19
Nebraska,Butler,14,13,91,12,23
Nebraska,Cass,20,11,93,11,19
Nebraska,Cedar,12,14,91,15,12
Nebraska,Chase,46,16,96,16,31
Nebraska,Cherry,35,21,95,26,20
Nebraska,Cheyenne,39,12,88,15,19
Nebraska,Clay,20,15,94,16,18
Nebraska,Colfax,79,19,90,15,23
Nebraska,Cuming,24,17,91,13,19
Nebraska,Custer,25,15,92,21,13
Nebraska,Dakota,56,19,86,20,31
Nebraska,Dawes,19,19,82,21,22
Nebraska,Dawson,65,19,85,18,33
Nebraska,Dixon,26,15,89,15,22
Nebraska,Dodge,37,13,85,19,29
Nebraska,Douglas,46,14,80,21,32
Nebraska,Fillmore,20,13,92,14,19
Nebraska,Furnas,31,16,87,21,24
Nebraska,Gage,29,13,87,18,27
Nebraska,Hall,67,16,85,19,37
Nebraska,Hamilton,20,11,90,11,18
Nebraska,Holt,25,17,96,19,14
Nebraska,Howard,19,14,97,15,14
Nebraska,Jefferson,31,13,96,20,23
Nebraska,Johnson,26,18,89,16,4
Nebraska,Kearney,22,12,87,13,18
Nebraska,Keith,37,16,85,20,21
Nebraska,Kimball,43,15,93,21,27
Nebraska,Knox,27,17,94,22,25
Nebraska,Lancaster,30,12,81,18,25
Nebraska,Lincoln,44,12,84,18,27
Nebraska,Madison,47,15,80,18,18
Nebraska,Merrick,19,15,87,16,19
Nebraska,Morrill,30,17,71,24,29
Nebraska,Nemaha,26,13,92,16,25
Nebraska,Nuckolls,30,14,85,21,32
Nebraska,Otoe,36,11,89,16,20
Nebraska,Phelps,25,12,93,13,14
Nebraska,Pierce,16,15,99,13,13
Nebraska,Platte,35,13,86,12,26
Nebraska,Polk,22,13,94,12,19
Nebraska,Red Willow,30,14,84,19,20
Nebraska,Richardson,28,16,87,20,31
Nebraska,Saline,36,14,82,13,33
Nebraska,Sarpy,26,9,92,8,21
Nebraska,Saunders,17,11,94,10,15
Nebraska,Scotts Bluff,58,15,79,25,44
Nebraska,Seward,12,10,94,9,10
Nebraska,Sheridan,43,20,82,31,21
Nebraska,Stanton,23,14,89,14,24
Nebraska,Thayer,17,13,93,18,18
Nebraska,Thurston,106,18,63,37,54
Nebraska,Valley,20,17,93,20,17
Nebraska,Washington,15,9,90,9,11
Nebraska,Wayne,10,14,91,15,31
Nebraska,York,26,13,85,15,20
Nevada,Churchill,55,23,93,18,27
Nevada,Clark,56,25,89,22,35
Nevada,Douglas,20,19,90,15,26
Nevada,Elko,50,24,92,11,22
Nevada,Humboldt,53,24,95,15,31
Nevada,Lander,41,22,95,12,21
Nevada,Lincoln,14,27,52,18,25
Nevada,Lyon,42,22,88,16,26
Nevada,Mineral,42,23,77,25,33
Nevada,Nye,46,23,95,28,36
Nevada,Pershing,44,31,89,22,36
Nevada,Washoe,48,24,89,20,32
Nevada,White Pine,45,23,83,15,51
Nevada,Carson City,60,25,98,22,41
New Hampshire,Belknap,25,13,90,13,30
New Hampshire,Carroll,19,15,88,17,32
New Hampshire,Cheshire,18,13,86,13,27
New Hampshire,Coos,33,15,84,21,31
New Hampshire,Grafton,16,14,88,13,28
New Hampshire,Hillsborough,22,12,84,11,27
New Hampshire,Merrimack,19,12,85,11,28
New Hampshire,Rockingham,12,11,90,7,18
New Hampshire,Strafford,18,12,79,12,25
New Hampshire,Sullivan,38,14,83,15,26
New Jersey,Atlantic,40,16,83,19,37
New Jersey,Bergen,8,13,97,8,18
New Jersey,Burlington,21,11,96,8,25
New Jersey,Camden,38,15,84,19,37
New Jersey,Cape May,29,14,96,19,35
New Jersey,Cumberland,75,19,79,26,44
New Jersey,Essex,39,19,87,23,45
New Jersey,Gloucester,18,11,93,9,24
New Jersey,Hudson,39,23,79,24,44
New Jersey,Hunterdon,4,7,91,4,14
New Jersey,Mercer,26,13,94,16,32
New Jersey,Middlesex,18,14,82,10,23
New Jersey,Monmouth,16,12,100,9,20
New Jersey,Morris,7,9,95,6,14
New Jersey,Ocean,22,13,89,19,20
New Jersey,Passaic,41,20,81,24,35
New Jersey,Salem,38,13,77,17,34
New Jersey,Somerset,12,9,94,6,14
New Jersey,Sussex,9,10,96,7,18
New Jersey,Union,27,17,86,16,32
New Jersey,Warren,16,12,92,9,24
New Mexico,Bernalillo,59,20,65,24,38
New Mexico,Catron,33,32,97,42,42
New Mexico,Chaves,80,25,75,33,40
New Mexico,Cibola,73,24,72,39,48
New Mexico,Colfax,56,21,74,28,41
New Mexico,Curry,92,23,82,30,38
New Mexico,De Baca,65,31,89,31,30
New Mexico,Dona Ana,76,26,68,35,36
New Mexico,Eddy,81,19,73,23,33
New Mexico,Grant,68,21,81,30,40
New Mexico,Guadalupe,60,31,85,31,44
New Mexico,Hidalgo,68,29,81,39,50
New Mexico,Lea,93,26,75,24,35
New Mexico,Lincoln,50,28,77,34,36
New Mexico,Los Alamos,10,5,88,3,24
New Mexico,Luna,96,30,70,48,44
New Mexico,McKinley,62,29,66,43,47
New Mexico,Mora,39,25,82,33,41
New Mexico,Otero,54,27,79,31,33
New Mexico,Quay,70,25,73,38,37
New Mexico,Rio Arriba,77,24,59,28,41
New Mexico,Roosevelt,63,28,83,29,34
New Mexico,Sandoval,41,19,73,18,33
New Mexico,San Juan,66,27,64,35,38
New Mexico,San Miguel,46,21,72,32,52
New Mexico,Santa Fe,49,24,56,24,35
New Mexico,Sierra,56,28,61,40,50
New Mexico,Socorro,64,27,78,39,47
New Mexico,Taos,50,28,75,29,53
New Mexico,Torrance,44,26,67,34,39
New Mexico,Union,51,26,95,27,36
New Mexico,Valencia,61,23,64,33,39
New York,Albany,19,9,79,17,36
New York,Allegany,20,12,81,23,31
New York,Bronx,49,17,60,42,64
New York,Broome,25,11,82,23,37
New York,Cattaraugus,33,13,76,22,33
New York,Cayuga,27,12,73,19,31
New York,Chautauqua,32,12,82,25,35
New York,Chemung,39,11,73,23,39
New York,Chenango,34,12,83,24,36
New York,Clinton,22,13,79,19,31
New York,Columbia,25,13,78,16,30
New York,Cortland,20,12,77,20,31
New York,Delaware,23,13,85,21,30
New York,Dutchess,15,11,79,11,25
New York,Erie,28,10,76,21,36
New York,Essex,23,14,82,19,30
New York,Franklin,34,18,75,22,32
New York,Fulton,36,12,76,24,46
New York,Genesee,24,10,84,17,29
New York,Greene,24,14,81,21,31
New York,Herkimer,31,12,79,23,30
New York,Jefferson,44,13,80,21,31
New York,Kings,33,16,64,33,41
New York,Lewis,28,12,85,22,22
New York,Livingston,12,11,83,17,27
New York,Madison,18,11,83,16,31
New York,Monroe,29,9,79,21,37
New York,Montgomery,44,11,72,28,40
New York,Nassau,12,11,91,8,18
New York,New York,31,13,67,23,45
New York,Niagara,28,10,83,20,35
New York,Oneida,33,12,80,24,36
New York,Onondaga,30,11,77,20,36
New York,Ontario,21,10,86,15,27
New York,Orange,24,12,83,17,22
New York,Orleans,33,13,85,22,34
New York,Oswego,29,11,76,24,31
New York,Otsego,12,12,80,19,29
New York,Putnam,6,8,91,6,14
New York,Queens,26,19,69,22,33
New York,Rensselaer,27,10,82,20,35
New York,Richmond,20,10,75,17,25
New York,Rockland,18,11,86,18,17
New York,St. Lawrence,24,13,77,25,34
New York,Saratoga,16,9,87,8,22
New York,Schenectady,30,11,75,19,37
New York,Schoharie,16,12,81,17,30
New York,Schuyler,31,13,78,23,22
New York,Seneca,29,14,77,22,33
New York,Steuben,30,11,82,22,30
New York,Suffolk,18,12,88,8,22
New York,Sullivan,34,15,74,28,33
New York,Tioga,31,10,84,16,26
New York,Tompkins,8,11,82,15,26
New York,Ulster,20,14,78,15,30
New York,Warren,27,12,81,17,33
New York,Washington,31,14,79,19,28
New York,Wayne,32,11,82,16,30
New York,Westchester,18,12,85,12,26
New York,Wyoming,20,14,80,16,28
New York,Yates,17,14,82,29,27
North Carolina,Alamance,49,19,79,29,39
North Carolina,Alexander,51,20,77,26,20
North Carolina,Alleghany,49,24,81,34,39
North Carolina,Anson,69,20,78,32,45
North Carolina,Ashe,57,21,81,30,28
North Carolina,Avery,33,26,81,34,32
North Carolina,Beaufort,63,20,79,32,34
North Carolina,Bertie,66,20,83,39,58
North Carolina,Bladen,68,19,79,31,52
North Carolina,Brunswick,54,19,81,26,32
North Carolina,Buncombe,45,18,81,24,31
North Carolina,Burke,61,21,89,27,30
North Carolina,Cabarrus,50,16,86,17,27
North Carolina,Caldwell,60,21,84,29,30
North Carolina,Camden,31,16,92,13,23
North Carolina,Carteret,41,18,82,24,35
North Carolina,Caswell,43,18,76,30,43
North Carolina,Catawba,56,19,86,23,31
North Carolina,Chatham,46,18,77,22,27
North Carolina,Cherokee,59,20,88,33,23
North Carolina,Chowan,54,18,78,34,45
North Carolina,Clay,45,20,85,32,20
North Carolina,Cleveland,60,19,76,32,44
North Carolina,Columbus,71,20,83,41,44
North Carolina,Craven,72,17,81,25,38
North Carolina,Cumberland,57,16,82,26,42
North Carolina,Currituck,36,18,80,18,23
North Carolina,Dare,36,19,91,24,34
North Carolina,Davidson,55,19,80,26,31
North Carolina,Davie,37,16,77,22,22
North Carolina,Duplin,75,26,70,33,40
North Carolina,Durham,47,18,80,24,40
North Carolina,Edgecombe,73,18,78,39,50
North Carolina,Forsyth,50,17,82,24,37
North Carolina,Franklin,50,19,79,22,27
North Carolina,Gaston,62,19,79,28,35
North Carolina,Gates,43,17,82,24,43
North Carolina,Graham,76,23,86,34,28
North Carolina,Granville,41,19,73,20,34
North Carolina,Greene,77,24,76,35,41
North Carolina,Guilford,36,19,87,27,39
North Carolina,Halifax,72,19,74,37,46
North Carolina,Harnett,51,19,75,24,36
North Carolina,Haywood,50,19,82,25,27
North Carolina,Henderson,51,20,86,25,24
North Carolina,Hertford,67,19,87,36,54
North Carolina,Hoke,69,22,74,26,40
North Carolina,Hyde,58,25,83,30,41
North Carolina,Iredell,49,17,88,18,26
North Carolina,Jackson,31,22,79,26,39
North Carolina,Johnston,56,19,80,23,29
North Carolina,Jones,46,21,77,32,41
North Carolina,Lee,76,20,84,28,36
North Carolina,Lenoir,74,19,75,36,47
North Carolina,Lincoln,50,20,84,23,30
North Carolina,McDowell,56,20,79,30,32
North Carolina,Macon,56,21,86,31,28
North Carolina,Madison,39,20,82,28,24
North Carolina,Martin,70,18,79,37,46
North Carolina,Mecklenburg,44,17,79,21,35
North Carolina,Mitchell,49,21,80,28,23
North Carolina,Montgomery,74,23,78,34,34
North Carolina,Moore,47,18,74,26,33
North Carolina,Nash,53,18,77,25,42
North Carolina,New Hanover,34,18,78,23,35
North Carolina,Northampton,61,18,81,35,52
North Carolina,Onslow,81,16,83,22,31
North Carolina,Orange,13,14,86,17,25
North Carolina,Pamlico,57,19,81,30,25
North Carolina,Pasquotank,48,19,82,31,34
North Carolina,Pender,44,20,85,25,38
North Carolina,Perquimans,53,18,85,29,31
North Carolina,Person,50,16,76,25,36
North Carolina,Pitt,37,19,72,27,41
North Carolina,Polk,34,20,87,25,30
North Carolina,Randolph,57,21,84,27,31
North Carolina,Richmond,82,21,83,38,47
North Carolina,Robeson,84,25,80,46,56
North Carolina,Rockingham,60,18,74,27,38
North Carolina,Rowan,57,19,78,29,33
North Carolina,Rutherford,63,20,74,34,31
North Carolina,Sampson,68,21,75,31,42
North Carolina,Scotland,66,19,87,38,54
North Carolina,Stanly,53,19,82,22,25
North Carolina,Stokes,41,17,85,22,30
North Carolina,Surry,54,21,81,31,29
North Carolina,Swain,81,22,74,28,30
North Carolina,Transylvania,41,19,84,29,27
North Carolina,Tyrrell,63,30,81,43,63
North Carolina,Union,43,17,91,13,20
North Carolina,Vance,89,19,73,36,57
North Carolina,Wake,30,14,84,15,26
North Carolina,Warren,55,23,80,36,41
North Carolina,Washington,68,17,83,37,52
North Carolina,Watauga,12,19,87,21,20
North Carolina,Wayne,65,18,78,29,39
North Carolina,Wilkes,56,20,82,27,26
North Carolina,Wilson,68,20,73,35,44
North Carolina,Yadkin,51,20,86,24,23
North Carolina,Yancey,38,22,78,31,16
North Dakota,Barnes,20,10,87,14,25
North Dakota,Benson,94,17,51,44,57
North Dakota,Bottineau,17,13,100,15,20
North Dakota,Burleigh,24,10,89,11,23
North Dakota,Cass,21,11,93,13,25
North Dakota,Dickey,16,12,80,15,11
North Dakota,Grand Forks,20,11,85,16,24
North Dakota,McHenry,17,16,90,19,27
North Dakota,McKenzie,36,14,78,18,33
North Dakota,McLean,12,13,90,15,17
North Dakota,Mercer,15,9,90,10,16
North Dakota,Morton,26,12,76,16,22
North Dakota,Mountrail,63,15,73,21,34
North Dakota,Pembina,21,13,83,13,18
North Dakota,Ramsey,44,12,90,20,30
North Dakota,Ransom,20,12,89,12,24
North Dakota,Richland,25,11,95,13,19
North Dakota,Rolette,96,15,73,37,55
North Dakota,Sioux,127,14,14,52,54
North Dakota,Stark,20,11,95,14,20
North Dakota,Stutsman,27,12,91,15,22
North Dakota,Traill,16,10,86,10,15
North Dakota,Walsh,42,12,92,16,23
North Dakota,Ward,40,10,82,16,23
North Dakota,Wells,23,14,88,14,13
North Dakota,Williams,38,12,78,12,25
Ohio,Adams,58,17,86,32,28
Ohio,Allen,54,15,83,30,39
Ohio,Ashland,24,15,92,23,20
Ohio,Ashtabula,47,16,84,25,33
Ohio,Athens,16,18,91,26,31
Ohio,Auglaize,33,12,95,13,21
Ohio,Belmont,42,14,88,25,33
Ohio,Brown,43,15,85,21,27
Ohio,Butler,37,14,87,18,30
Ohio,Carroll,31,15,88,26,21
Ohio,Champaign,48,13,84,19,26
Ohio,Clark,56,14,83,30,37
Ohio,Clermont,40,13,88,14,27
Ohio,Clinton,53,13,85,21,33
Ohio,Columbiana,40,15,87,27,32
Ohio,Coshocton,45,17,91,30,30
Ohio,Crawford,50,15,88,26,34
Ohio,Cuyahoga,43,15,75,29,44
Ohio,Darke,43,15,90,17,23
Ohio,Defiance,42,13,93,18,29
Ohio,Delaware,15,8,95,7,15
Ohio,Erie,42,14,87,24,32
Ohio,Fairfield,31,12,89,16,25
Ohio,Fayette,67,15,92,24,40
Ohio,Franklin,47,16,83,26,38
Ohio,Fulton,29,12,92,16,21
Ohio,Gallia,56,15,82,29,28
Ohio,Geauga,10,12,91,12,16
Ohio,Greene,20,12,89,17,27
Ohio,Guernsey,47,15,82,33,34
Ohio,Hamilton,47,14,79,29,41
Ohio,Hancock,34,12,92,17,31
Ohio,Hardin,34,15,89,21,29
Ohio,Harrison,46,14,83,27,24
Ohio,Henry,35,13,93,18,25
Ohio,Highland,53,15,87,28,31
Ohio,Hocking,50,15,93,25,33
Ohio,Holmes,16,26,93,28,8
Ohio,Huron,52,15,89,22,32
Ohio,Jackson,67,16,92,35,38
Ohio,Jefferson,37,13,90,28,35
Ohio,Knox,27,15,87,25,25
Ohio,Lake,22,13,87,14,26
Ohio,Lawrence,54,15,82,32,36
Ohio,Licking,40,13,85,17,29
Ohio,Logan,49,14,93,27,30
Ohio,Lorain,36,14,83,22,35
Ohio,Lucas,51,15,78,29,43
Ohio,Madison,42,14,92,20,25
Ohio,Mahoning,36,14,84,26,39
Ohio,Marion,62,15,76,25,40
Ohio,Medina,18,10,92,10,21
Ohio,Meigs,55,17,83,36,27
Ohio,Mercer,27,12,97,13,17
Ohio,Miami,41,13,92,18,27
Ohio,Monroe,30,14,87,27,27
Ohio,Montgomery,47,15,82,27,42
Ohio,Morgan,42,15,89,30,38
Ohio,Morrow,37,15,85,22,23
Ohio,Muskingum,47,14,92,29,33
Ohio,Noble,36,18,87,23,35
Ohio,Ottawa,31,13,92,16,28
Ohio,Paulding,37,14,92,21,25
Ohio,Perry,51,15,88,29,27
Ohio,Pickaway,46,14,88,19,28
Ohio,Pike,69,16,82,37,38
Ohio,Portage,20,13,90,18,29
Ohio,Preble,43,14,88,20,24
Ohio,Putnam,26,11,96,12,20
Ohio,Richland,55,15,84,24,32
Ohio,Ross,56,16,85,28,34
Ohio,Sandusky,47,14,89,18,31
Ohio,Scioto,62,15,89,32,31
Ohio,Seneca,39,14,84,22,29
Ohio,Shelby,51,13,92,17,32
Ohio,Stark,36,13,88,23,34
Ohio,Summit,36,14,87,22,32
Ohio,Trumbull,39,15,89,31,38
Ohio,Tuscarawas,40,16,91,23,23
Ohio,Union,31,11,90,10,18
Ohio,Van Wert,38,12,90,19,20
Ohio,Vinton,59,16,83,36,33
Ohio,Warren,24,10,93,8,21
Ohio,Washington,36,14,89,23,28
Ohio,Wayne,26,16,88,20,21
Ohio,Williams,48,15,94,19,27
Ohio,Wood,17,12,93,14,23
Ohio,Wyandot,41,14,93,14,25
Oklahoma,Adair,90,25,71,37,34
Oklahoma,Alfalfa,28,25,95,23,23
Oklahoma,Atoka,69,26,91,34,33
Oklahoma,Beaver,38,23,84,17,21
Oklahoma,Beckham,86,23,66,25,36
Oklahoma,Blaine,63,28,88,25,35
Oklahoma,Bryan,68,25,80,26,36
Oklahoma,Caddo,63,26,77,29,35
Oklahoma,Canadian,34,16,85,13,25
Oklahoma,Carter,74,21,80,27,37
Oklahoma,Cherokee,53,27,74,31,35
Oklahoma,Choctaw,87,25,84,39,39
Oklahoma,Cimarron,41,31,100,28,40
Oklahoma,Cleveland,27,18,82,16,25
Oklahoma,Coal,69,28,94,33,29
Oklahoma,Comanche,66,20,80,26,42
Oklahoma,Cotton,59,22,86,23,30
Oklahoma,Craig,65,22,87,24,29
Oklahoma,Creek,56,21,69,23,30
Oklahoma,Custer,51,23,86,22,34
Oklahoma,Delaware,68,26,86,36,31
Oklahoma,Dewey,42,24,100,21,16
Oklahoma,Ellis,47,21,95,22,27
Oklahoma,Garfield,67,21,83,24,32
Oklahoma,Garvin,67,23,80,24,31
Oklahoma,Grady,47,20,72,22,30
Oklahoma,Grant,27,24,91,19,26
Oklahoma,Greer,84,25,82,29,18
Oklahoma,Harmon,83,28,97,37,39
Oklahoma,Harper,59,22,80,18,25
Oklahoma,Haskell,82,26,81,29,23
Oklahoma,Hughes,77,26,82,33,40
Oklahoma,Jackson,72,20,75,25,32
Oklahoma,Jefferson,80,30,78,32,37
Oklahoma,Johnston,79,24,77,34,31
Oklahoma,Kay,71,22,67,27,37
Oklahoma,Kingfisher,45,23,96,17,17
Oklahoma,Kiowa,71,24,82,33,30
Oklahoma,Latimer,52,23,73,27,27
Oklahoma,Le Flore,77,26,84,30,36
Oklahoma,Lincoln,53,22,78,23,29
Oklahoma,Logan,31,19,79,19,18
Oklahoma,Love,58,23,79,24,29
Oklahoma,McClain,43,21,100,16,22
Oklahoma,McCurtain,85,25,81,34,40
Oklahoma,McIntosh,56,26,73,31,36
Oklahoma,Major,39,22,78,19,14
Oklahoma,Marshall,79,25,69,27,31
Oklahoma,Mayes,64,23,81,26,24
Oklahoma,Murray,84,25,79,23,31
Oklahoma,Muskogee,73,24,80,31,39
Oklahoma,Noble,43,20,86,21,27
Oklahoma,Nowata,54,23,88,25,38
Oklahoma,Okfuskee,67,25,77,33,31
Oklahoma,Oklahoma,69,22,72,28,37
