state,county,teen_birth_rate,per_uninsured,per_hsgrads,per_child_poverty,per_singleparent
Virginia,Covington City,31,18,72,24,29
Virginia,Danville City,67,16,76,42,54
Virginia,Falls Church City,12,7,97,3,14
Virginia,Franklin City,78,17,85,33,55
Virginia,Fredericksburg City,36,18,84,23,50
Virginia,Galax City,92,20,84,36,55
Virginia,Hampton City,39,14,85,20,40
Virginia,Harrisonburg City,18,19,80,22,34
Virginia,Hopewell City,85,17,78,28,59
Virginia,Lynchburg City,36,15,80,30,42
Virginia,Manassas City,51,18,77,18,33
Virginia,Manassas Park City,65,20,85,14,30
Virginia,Martinsville City,79,18,86,36,59
Virginia,Newport News City,59,15,81,23,42
Virginia,Norfolk City,61,18,74,26,51
Virginia,Norton City,54,15,86,32,50
Virginia,Petersburg City,98,17,68,41,68
Virginia,Poquoson City,15,10,93,7,22
Virginia,Portsmouth City,69,16,77,29,56
Virginia,Radford City,8,15,94,19,32
Virginia,Richmond City,62,18,70,35,64
Virginia,Roanoke City,79,18,76,34,57
Virginia,Salem City,22,13,88,13,31
Virginia,Staunton City,38,16,81,24,39
Virginia,Suffolk City,43,14,81,17,34
Virginia,Virginia Beach City,32,13,87,11,29
Virginia,Waynesboro City,64,17,80,27,44
Virginia,Williamsburg City,11,12,87,23,41
Virginia,Winchester City,75,20,88,25,40
Washington,Adams,99,22,77,30,27
Washington,Asotin,52,15,74,26,33
Washington,Benton,44,14,72,18,29
Washington,Chelan,44,20,72,22,29
Washington,Clallam,33,18,28,23,40
Washington,Clark,31,15,79,18,26
Washington,Columbia,28,17,92,21,41
Washington,Cowlitz,50,16,86,29,33
Washington,Douglas,48,21,80,22,27
Washington,Ferry,34,20,88,28,31
Washington,Franklin,81,24,75,25,31
Washington,Grant,70,22,76,30,31
Washington,Grays Harbor,51,20,73,29,35
Washington,Island,29,13,84,15,25
Washington,Jefferson,26,15,85,22,29
Washington,King,21,13,83,15,25
Washington,Kitsap,31,13,87,15,27
Washington,Kittitas,17,18,78,19,24
Washington,Klickitat,38,20,85,29,40
Washington,Lewis,47,16,74,22,27
Washington,Lincoln,24,15,88,18,21
Washington,Mason,46,18,81,22,32
Washington,Okanogan,48,25,65,32,39
Washington,Pacific,36,20,65,27,24
Washington,Pend Oreille,43,15,84,29,37
Washington,Pierce,37,15,71,17,32
Washington,San Juan,13,17,80,20,30
Washington,Skagit,47,18,76,21,30
Washington,Skamania,24,15,28,20,31
Washington,Snohomish,25,14,76,13,26
Washington,Spokane,32,15,78,18,30
Washington,Stevens,36,17,59,27,27
Washington,Thurston,26,13,79,14,32
Washington,Wahkiakum,22,15,85,26,25
Washington,Walla Walla,37,19,88,22,29
Washington,Whatcom,22,17,78,16,27
Washington,Whitman,7,15,93,16,17
Washington,Yakima,74,25,72,35,39
West Virginia,Barbour,39,19,73,30,33
West Virginia,Berkeley,58,15,79,18,33
West Virginia,Boone,67,16,78,26,23
West Virginia,Braxton,51,20,79,34,26
West Virginia,Brooke,28,14,90,22,35
West Virginia,Cabell,47,17,71,35,35
West Virginia,Calhoun,46,20,87,36,34
West Virginia,Clay,59,18,77,38,20
West Virginia,Doddridge,41,19,79,30,45
West Virginia,Fayette,56,19,74,32,33
West Virginia,Gilmer,31,21,89,31,32
West Virginia,Grant,52,18,83,26,30
West Virginia,Greenbrier,45,19,75,29,30
West Virginia,Hampshire,49,19,76,26,32
West Virginia,Hancock,43,14,87,21,31
West Virginia,Hardy,43,18,79,25,35
West Virginia,Harrison,49,17,75,25,32
West Virginia,Jackson,42,16,79,30,27
West Virginia,Jefferson,37,14,81,15,21
West Virginia,Kanawha,52,16,70,22,34
West Virginia,Lewis,44,19,76,28,30
West Virginia,Lincoln,68,19,77,34,32
West Virginia,Logan,61,18,80,30,25
West Virginia,McDowell,75,20,77,45,37
West Virginia,Marion,38,17,76,25,30
West Virginia,Marshall,39,14,82,26,27
West Virginia,Mason,51,15,72,27,34
West Virginia,Mercer,64,19,71,31,31
West Virginia,Mineral,34,15,86,25,35
West Virginia,Mingo,64,19,74,32,32
West Virginia,Monongalia,16,14,73,17,23
West Virginia,Monroe,36,20,76,26,16
West Virginia,Morgan,41,18,81,21,31
West Virginia,Nicholas,44,18,74,28,22
West Virginia,Ohio,34,14,75,25,31
West Virginia,Pendleton,32,20,89,25,27
West Virginia,Pleasants,41,16,87,21,26
West Virginia,Pocahontas,42,20,83,31,23
West Virginia,Preston,45,18,79,24,25
West Virginia,Putnam,30,13,78,14,20
West Virginia,Raleigh,49,18,79,26,29
West Virginia,Randolph,51,19,76,29,30
West Virginia,Ritchie,46,19,82,28,28
West Virginia,Roane,46,20,77,33,25
West Virginia,Summers,52,21,73,34,35
West Virginia,Taylor,41,18,70,28,30
West Virginia,Tucker,34,18,84,26,23
West Virginia,Tyler,42,16,82,26,25
West Virginia,Upshur,35,19,67,31,23
West Virginia,Wayne,49,18,74,28,25
West Virginia,Webster,44,20,76,40,21
West Virginia,Wetzel,54,16,84,28,28
West Virginia,Wirt,49,18,86,34,22
West Virginia,Wood,47,16,79,25,31
West Virginia,Wyoming,68,17,80,30,22
Wisconsin,Adams,49,13,90,29,35
Wisconsin,Ashland,31,13,89,28,37
Wisconsin,Barron,32,11,91,22,28
Wisconsin,Bayfield,19,13,90,25,27
Wisconsin,Brown,34,11,86,15,28
Wisconsin,Buffalo,19,11,95,17,20
Wisconsin,Burnett,36,13,58,27,36
Wisconsin,Calumet,16,8,92,8,20
Wisconsin,Chippewa,28,11,89,19,27
Wisconsin,Clark,27,15,91,24,17
Wisconsin,Columbia,23,9,93,14,29
Wisconsin,Crawford,30,12,89,21,32
Wisconsin,Dane,20,8,86,13,26
Wisconsin,Dodge,26,10,93,13,24
Wisconsin,Door,20,11,94,17,26
Wisconsin,Douglas,32,12,87,20,37
Wisconsin,Dunn,17,11,90,19,24
Wisconsin,Eau Claire,20,11,87,18,22
Wisconsin,Fond du Lac,26,9,92,16,25
Wisconsin,Forest,40,15,87,27,37
Wisconsin,Grant,22,13,91,21,25
Wisconsin,Green,27,10,81,14,21
Wisconsin,Green Lake,27,12,89,24,22
Wisconsin,Iowa,21,11,90,13,16
Wisconsin,Jackson,41,14,92,27,32
Wisconsin,Jefferson,22,11,90,15,23
Wisconsin,Juneau,39,13,82,26,26
Wisconsin,Kenosha,37,11,83,20,31
Wisconsin,Kewaunee,19,10,94,13,18
Wisconsin,La Crosse,20,9,91,14,26
Wisconsin,Lafayette,20,13,93,20,26
Wisconsin,Langlade,38,12,91,23,28
Wisconsin,Lincoln,31,11,92,17,23
Wisconsin,Manitowoc,29,10,87,17,21
Wisconsin,Marathon,26,10,92,19,22
Wisconsin,Marinette,26,11,89,21,29
Wisconsin,Marquette,35,12,94,21,26
Wisconsin,Menominee,105,13,80,48,52
Wisconsin,Milwaukee,61,14,75,35,49
Wisconsin,Monroe,38,12,90,24,27
Wisconsin,Oconto,25,11,89,18,30
Wisconsin,Oneida,23,11,84,19,29
Wisconsin,Outagamie,22,10,87,12,22
Wisconsin,Ozaukee,8,7,97,6,18
Wisconsin,Pepin,14,13,95,21,22
Wisconsin,Pierce,11,9,95,11,18
Wisconsin,Polk,26,11,92,18,26
Wisconsin,Portage,19,10,90,14,19
Wisconsin,Price,17,10,92,22,23
Wisconsin,Racine,45,11,74,21,34
Wisconsin,Richland,23,12,95,24,31
Wisconsin,Rock,42,11,85,21,33
Wisconsin,Rusk,29,13,92,32,26
Wisconsin,St. Croix,15,8,95,8,21
Wisconsin,Sauk,35,11,89,17,33
Wisconsin,Sawyer,44,15,83,32,45
Wisconsin,Shawano,29,12,87,20,31
Wisconsin,Sheboygan,31,10,90,15,20
Wisconsin,Taylor,22,12,97,22,22
Wisconsin,Trempealeau,29,11,89,19,26
Wisconsin,Vernon,20,15,92,26,19
Wisconsin,Vilas,29,15,92,25,38
Wisconsin,Walworth,26,12,89,17,25
Wisconsin,Washburn,32,12,89,26,29
Wisconsin,Washington,16,8,93,9,22
Wisconsin,Waukesha,11,6,93,7,17
Wisconsin,Waupaca,29,10,89,17,28
Wisconsin,Waushara,37,13,92,23,28
Wisconsin,Winnebago,22,10,87,13,26
Wisconsin,Wood,27,9,92,18,25
Wyoming,Albany,16,17,87,16,25
Wyoming,Big Horn,41,21,89,18,15
Wyoming,Campbell,51,14,85,9,24
Wyoming,Carbon,54,20,79,16,28
Wyoming,Converse,41,16,79,14,20
Wyoming,Crook,47,21,93,11,22
Wyoming,Fremont,69,22,69,20,37
Wyoming,Goshen,36,19,84,24,30
Wyoming,Hot Springs,37,21,93,16,23
Wyoming,Johnson,29,19,86,14,18
Wyoming,Laramie,55,17,77,16,36
Wyoming,Lincoln,34,17,84,13,17
Wyoming,Natrona,51,16,72,15,30
Wyoming,Park,25,19,91,17,21
Wyoming,Platte,41,20,86,18,39
Wyoming,Sheridan,30,17,85,14,26
Wyoming,Sublette,43,15,83,8,13
Wyoming,Sweetwater,53,16,81,13,26
Wyoming,Teton,40,18,93,14,9
Wyoming,Uinta,46,17,87,14,20
Wyoming,Washakie,41,20,81,16,15
Wyoming,Weston,38,18,85,13,22
